persona_id,date,amount,merchant,category,payment_method,bank,tx_type,description,balance_after,transaction_id
P183,2025-09-08 22:00:00,123120,Rawon Setan,Dining Out,Cash,,debit,Transaksi di Rawon Setan,97999580,TX013059
P153,2025-09-08 22:11:00,4456098,Toko Seragam,Fashion,QRIS,BRI,debit,Transaksi di Toko Seragam,2258154,TX013060
P114,2025-09-08 22:25:00,207533,Pasar Tradisional,Groceries,QRIS,BRI,debit,Transaksi di Pasar Tradisional,1945172,TX013061
P126,2025-09-08 22:49:00,10251,Wings Food,Beverages,Debit,Mandiri,debit,Transaksi di Wings Food,59296368,TX013062
P026,2025-09-09 09:52:00,206978,Cafe Lokal / Coffee Shop,Dining Out,Cash,,debit,Transaksi di Cafe Lokal / Coffee Shop,1697692,TX013063
P062,2025-09-09 10:12:00,135404,Alfamart,Groceries,Cash,,debit,Transaksi di Alfamart,15508825,TX013064
P092,2025-09-09 10:29:00,451980,Indomaret,Groceries,Cash,,debit,Transaksi di Indomaret,10882312,TX013065
P169,2025-09-09 10:37:00,830311,Zoya,Fashion,Debit,BNI,debit,Transaksi di Zoya,19152210,TX013066
P181,2025-09-09 10:52:00,69171,Ferrero,Snacks,Cash,,debit,Transaksi di Ferrero,74727283,TX013067
P108,2025-09-09 11:08:00,300799,Starbucks,Dining Out,Debit,BRI,debit,Transaksi di Starbucks,8573487,TX013068
P076,2025-09-09 11:17:00,26142,Steam / Tokopedia,Entertainment,Transfer,BRI,debit,Transaksi di Steam / Tokopedia,7190898,TX013069
P032,2025-09-09 11:47:00,265286,KFC,Dining Out,Cash,,debit,Transaksi di KFC,1640168,TX013070
P094,2025-09-09 11:57:00,11366,Dua Kelinci,Snacks,Debit,BCA,debit,Transaksi di Dua Kelinci,1044601,TX013071
P166,2025-09-09 12:14:00,25200,Indofood,Snacks,Debit,BRI,debit,Transaksi di Indofood,35778245,TX013072
P093,2025-09-09 12:21:00,89399,Prima Freshmart,Groceries,Cash,,debit,Transaksi di Prima Freshmart,6754672,TX013073
P056,2025-09-09 12:33:00,93523,Cafe Lokal / Coffee Shop,Dining Out,Debit,BRI,debit,Transaksi di Cafe Lokal / Coffee Shop,2008831,TX013074
P078,2025-09-09 12:58:00,119652,Orang Tua,Snacks,Debit,BCA,debit,Transaksi di Orang Tua,3259547,TX013075
P158,2025-09-09 13:14:00,57493,Modern Retail,Beverages,Cash,,debit,Transaksi di Modern Retail,59431963,TX013076
P101,2025-09-09 13:14:00,74910,Modern Retail,Beverages,Debit,Mandiri,debit,Transaksi di Modern Retail,18330511,TX013077
P118,2025-09-09 13:26:00,216536,Pasar Tradisional,Groceries,QRIS,BCA,debit,Transaksi di Pasar Tradisional,1102976,TX013078
P026,2025-09-09 13:32:00,84945,Indomaret,Groceries,Cash,,debit,Transaksi di Indomaret,1612747,TX013079
P199,2025-09-09 13:39:00,53682,Total Buah Segar,Groceries,QRIS,BCA,debit,Transaksi di Total Buah Segar,106506921,TX013080
P176,2025-09-09 13:46:00,157991,Warung Kelontong,Groceries,QRIS,BCA,debit,Transaksi di Warung Kelontong,61039059,TX013081
P154,2025-09-09 14:09:00,48962,Indomaret,Groceries,QRIS,BCA,debit,Transaksi di Indomaret,22159980,TX013082
P097,2025-09-09 14:34:00,154815,Sate Padang Ajo Ramon,Dining Out,Cash,,debit,Transaksi di Sate Padang Ajo Ramon,6844220,TX013083
P141,2025-09-09 14:40:00,39634,Ayam Penyet Surabaya,Dining Out,Debit,BNI,debit,Transaksi di Ayam Penyet Surabaya,23965641,TX013084
P151,2025-09-09 14:47:00,32572,Mixue,Dining Out,Cash,,debit,Transaksi di Mixue,33225307,TX013085
P078,2025-09-09 14:57:00,38972,Delfi,Snacks,Debit,BRI,debit,Transaksi di Delfi,3220575,TX013086
P095,2025-09-09 18:16:00,246416,Riot Games,Entertainment,Transfer,BCA,debit,Transaksi di Riot Games,4843762,TX013087
P150,2025-09-09 18:18:00,29706,Wings Food,Beverages,Debit,BNI,debit,Transaksi di Wings Food,124393,TX013088
P138,2025-09-09 19:01:00,157938,Sorex Official,Fashion,Cash,,debit,Transaksi di Sorex Official,10206555,TX013089
P110,2025-09-09 19:16:00,205804,Soto Lamongan Cak Har,Dining Out,Cash,,debit,Transaksi di Soto Lamongan Cak Har,7447882,TX013090
P109,2025-09-09 19:37:00,568997,Ranch Market,Groceries,Cash,,debit,Transaksi di Ranch Market,14776062,TX013091
P134,2025-09-09 19:57:00,130726,Netflix,Entertainment,Transfer,Mandiri,debit,Transaksi di Netflix,6341100,TX013092
P148,2025-09-09 20:21:00,69588,Garena / Shopee,Entertainment,Transfer,BRI,debit,Transaksi di Garena / Shopee,11088820,TX013093
P180,2025-09-09 20:26:00,6564,Delfi,Snacks,Debit,Mandiri,debit,Transaksi di Delfi,1757883,TX013094
P092,2025-09-09 20:46:00,41107,Tukang Sayur Keliling,Groceries,Cash,,debit,Transaksi di Tukang Sayur Keliling,10841205,TX013095
P167,2025-09-09 21:18:00,82926,Tukang Sayur Keliling,Groceries,Cash,,debit,Transaksi di Tukang Sayur Keliling,39615941,TX013096
P061,2025-09-09 21:49:00,54340,Superindo,Groceries,Debit,BNI,debit,Transaksi di Superindo,804860,TX013097
P130,2025-09-09 21:59:00,413342,Superindo,Groceries,QRIS,Mandiri,debit,Transaksi di Superindo,18917710,TX013098
P150,2025-09-09 22:00:00,47603,Modern Retail,Beverages,Debit,BRI,debit,Transaksi di Modern Retail,76790,TX013099
P085,2025-09-09 22:40:00,52824,MAKO Cake & Bakery,Dining Out,QRIS,BCA,debit,Transaksi di MAKO Cake & Bakery,6257771,TX013100
P085,2025-09-10 09:09:00,33101,Modern Retail,Beverages,Cash,,debit,Transaksi di Modern Retail,6224670,TX013101
P061,2025-09-10 09:44:00,185094,Fish Streat Store,Groceries,QRIS,BCA,debit,Transaksi di Fish Streat Store,619766,TX013102
P185,2025-09-10 10:20:00,38849,Delfi,Snacks,QRIS,BNI,debit,Transaksi di Delfi,3476056,TX013103
P127,2025-09-10 10:40:00,89762,Wings Food,Beverages,Cash,,debit,Transaksi di Wings Food,62184010,TX013104
P118,2025-09-10 11:07:00,461098,Taman Safari,Entertainment,Transfer,BNI,debit,Transaksi di Taman Safari,641878,TX013105
P123,2025-09-10 11:08:00,194542,Solaria,Dining Out,Debit,BRI,debit,Transaksi di Solaria,14602533,TX013106
P144,2025-09-10 11:24:00,114051,Tukang Sayur Keliling,Groceries,Debit,Mandiri,debit,Transaksi di Tukang Sayur Keliling,2977648,TX013107
P179,2025-09-10 12:10:00,232050,PUBG Mobile,Entertainment,Transfer,Mandiri,debit,Transaksi di PUBG Mobile,36070327,TX013108
P139,2025-09-10 12:39:00,56584,Modern Retail,Beverages,Cash,,debit,Transaksi di Modern Retail,16423817,TX013109
P127,2025-09-10 13:11:00,58412,Cinema XXI (F&B),Entertainment,Transfer,Mandiri,debit,Transaksi di Cinema XXI (F&B),62125598,TX013110
P050,2025-09-10 13:53:00,38416,Rumah Makan Padang,Dining Out,Debit,Mandiri,debit,Transaksi di Rumah Makan Padang,820595,TX013111
P191,2025-09-10 14:33:00,104648,PlayStation,Entertainment,Transfer,BNI,debit,Transaksi di PlayStation,122234236,TX013112
P026,2025-09-10 15:46:00,260287,Dufan Ancol,Entertainment,Transfer,BRI,debit,Transaksi di Dufan Ancol,1352460,TX013113
P130,2025-09-10 15:47:00,156808,Modern Retail,Frozen Food,Debit,BNI,debit,Transaksi di Modern Retail,18760902,TX013114
P175,2025-09-10 16:39:00,138030,Disney+ Hotstar,Entertainment,Transfer,BNI,debit,Transaksi di Disney+ Hotstar,30477405,TX013115
P084,2025-09-10 17:10:00,206475,Happy Puppy,Entertainment,Transfer,BCA,debit,Transaksi di Happy Puppy,7025896,TX013116
P139,2025-09-10 18:33:00,1573614,Steam / EA App,Entertainment,Transfer,BCA,debit,Transaksi di Steam / EA App,14850203,TX013117
P033,2025-09-10 18:39:00,93621,Pasar Tradisional,Groceries,Cash,,debit,Transaksi di Pasar Tradisional,5193216,TX013118
P076,2025-09-10 18:45:00,40377,Warung Kelontong,Groceries,QRIS,BCA,debit,Transaksi di Warung Kelontong,7150521,TX013119
P159,2025-09-10 18:52:00,182403,Cinema XXI,Entertainment,Transfer,BNI,debit,Transaksi di Cinema XXI,16272749,TX013120
P018,2025-09-10 19:30:00,77462,Tomoro Coffee,Dining Out,Debit,BCA,debit,Transaksi di Tomoro Coffee,1191702,TX013121
P101,2025-09-10 20:46:00,262946,Sayurbox,Groceries,QRIS,BRI,debit,Transaksi di Sayurbox,18067565,TX013122
P026,2025-09-10 20:55:00,200166,Bakso Boedjangan,Dining Out,Cash,,debit,Transaksi di Bakso Boedjangan,1152294,TX013123
P192,2025-09-10 21:15:00,21061,Warteg Bahari,Dining Out,Debit,BRI,debit,Transaksi di Warteg Bahari,22566324,TX013124
P089,2025-09-10 21:19:00,66856,Viu,Entertainment,Transfer,BCA,debit,Transaksi di Viu,12235036,TX013125
P195,2025-09-10 21:20:00,83146,Vidio.com,Entertainment,Transfer,Mandiri,debit,Transaksi di Vidio.com,76778376,TX013126
P071,2025-09-10 21:39:00,96174,Superindo,Personal Care,QRIS,BNI,debit,Transaksi di Superindo,8456933,TX013127
P144,2025-09-10 21:55:00,261881,Modern Retail,Baby Care,Debit,BNI,debit,Transaksi di Modern Retail,2715767,TX013128
P056,2025-09-10 22:09:00,209521,Pasar Tradisional,Groceries,Cash,,debit,Transaksi di Pasar Tradisional,1799310,TX013129
P156,2025-09-10 22:32:00,199705,Ayam Penyet Surabaya,Dining Out,Cash,,debit,Transaksi di Ayam Penyet Surabaya,42044487,TX013130
P163,2025-09-11 08:33:00,2549500,Zara Indonesia,Fashion,Cash,,debit,Transaksi di Zara Indonesia,8375087,TX013131
P142,2025-09-11 09:00:00,270264,PlayStation,Entertainment,Transfer,Mandiri,debit,Transaksi di PlayStation,5182941,TX013132
P025,2025-09-11 09:26:00,45151,Modern Retail,Beverages,Cash,,debit,Transaksi di Modern Retail,2788750,TX013133
P171,2025-09-11 09:27:00,59349,Modern Retail,Beverages,Cash,,debit,Transaksi di Modern Retail,24404756,TX013134
P197,2025-09-11 09:46:00,13440,Warung Kelontong,Groceries,Cash,,debit,Transaksi di Warung Kelontong,90857565,TX013135
P129,2025-09-11 10:07:00,231830,Taman Safari,Entertainment,Transfer,BRI,debit,Transaksi di Taman Safari,9331290,TX013136
P062,2025-09-11 10:21:00,140070,Warung Kelontong,Groceries,Debit,Mandiri,debit,Transaksi di Warung Kelontong,15368755,TX013137
P088,2025-09-11 11:03:00,2771,Alfamart/Indomaret,Beverages,Debit,BCA,debit,Transaksi di Alfamart/Indomaret,862917,TX013138
P032,2025-09-11 11:27:00,296651,Kopi Kenangan,Dining Out,Debit,Mandiri,debit,Transaksi di Kopi Kenangan,1343517,TX013139
P166,2025-09-11 11:34:00,56876,Indomaret,Groceries,Cash,,debit,Transaksi di Indomaret,35721369,TX013140
P103,2025-09-11 11:56:00,36615,Papaya Fresh Gallery,Groceries,Cash,,debit,Transaksi di Papaya Fresh Gallery,8966165,TX013141
P054,2025-09-11 12:17:00,94356,Alfamart/Indomaret,Beverages,Cash,,debit,Transaksi di Alfamart/Indomaret,1287393,TX013142
P056,2025-09-11 12:34:00,85785,Dunkin' Donuts,Dining Out,QRIS,BRI,debit,Transaksi di Dunkin' Donuts,1713525,TX013143
P147,2025-09-11 12:58:00,133673,Modern Retail,Beverages,QRIS,BRI,debit,Transaksi di Modern Retail,16975470,TX013144
P134,2025-09-11 13:41:00,1323638,Steam,Entertainment,Transfer,Mandiri,debit,Transaksi di Steam,5017462,TX013145
P051,2025-09-11 14:22:00,123645,Roti'O,Dining Out,Debit,BNI,debit,Transaksi di Roti'O,3096171,TX013146
P083,2025-09-11 14:53:00,266343,Modern Retail,Baby Care,Cash,,debit,Transaksi di Modern Retail,18747390,TX013147
P097,2025-09-11 15:21:00,1003459,Tiket.com,Entertainment,Transfer,BCA,debit,Transaksi di Tiket.com,5840761,TX013148
P109,2025-09-11 15:58:00,99067,Superindo,Groceries,Debit,BCA,debit,Transaksi di Superindo,14676995,TX013149
P197,2025-09-11 16:15:00,144705,Premium Supermarket,Beverages,QRIS,BNI,debit,Transaksi di Premium Supermarket,90712860,TX013150
P144,2025-09-11 16:35:00,52464,Indomaret,Groceries,Cash,,debit,Transaksi di Indomaret,2663303,TX013151
P009,2025-09-11 16:50:00,79978,Toko Bahan Kue,Groceries,Cash,,debit,Transaksi di Toko Bahan Kue,4169737,TX013152
P124,2025-09-11 18:17:00,1632836,Levi's Store,Fashion,Cash,,debit,Transaksi di Levi's Store,15742758,TX013153
P151,2025-09-11 18:26:00,41542,Indomaret,Groceries,QRIS,Mandiri,debit,Transaksi di Indomaret,33183765,TX013154
P131,2025-09-11 18:41:00,76423,Mayora,Snacks,Debit,Mandiri,debit,Transaksi di Mayora,18097758,TX013155
P061,2025-09-11 19:22:00,145359,Roblox,Entertainment,Transfer,BCA,debit,Transaksi di Roblox,474407,TX013156
P169,2025-09-11 19:33:00,1564445,Erigo Store,Fashion,Debit,Mandiri,debit,Transaksi di Erigo Store,17587765,TX013157
P171,2025-09-11 20:10:00,386440,Elzatta,Fashion,Debit,Mandiri,debit,Transaksi di Elzatta,24018316,TX013158
P013,2025-09-11 20:55:00,124269,Shopee - Unilever,Personal Care,Debit,BCA,debit,Transaksi di Shopee - Unilever,3186415,TX013159
P178,2025-09-11 21:11:00,149684,Grand Lucky,Groceries,Cash,,debit,Transaksi di Grand Lucky,16984491,TX013160
P126,2025-09-11 21:54:00,210991,Modern Retail,Baby Care,Cash,,debit,Transaksi di Modern Retail,59085377,TX013161
P072,2025-09-12 08:35:00,265875,Alfamart,Personal Care,QRIS,BCA,debit,Transaksi di Alfamart,8087992,TX013162
P088,2025-09-12 08:39:00,64577,Grosir Sembako,Beverages,Debit,BNI,debit,Transaksi di Grosir Sembako,798340,TX013163
P169,2025-09-12 09:16:00,29108,Alfamart/Indomaret,Beverages,Debit,BRI,debit,Transaksi di Alfamart/Indomaret,17558657,TX013164
P140,2025-09-12 09:21:00,150517,Happy Puppy,Entertainment,Transfer,Mandiri,debit,Transaksi di Happy Puppy,1884784,TX013165
P198,2025-09-12 09:38:00,52224,Shihlin Taiwan Snacks,Dining Out,Cash,,debit,Transaksi di Shihlin Taiwan Snacks,23084043,TX013166
P073,2025-09-12 09:46:00,191028,Steam,Entertainment,Transfer,BRI,debit,Transaksi di Steam,285438,TX013167
P033,2025-09-12 10:02:00,284365,Alfamart,Personal Care,Debit,BCA,debit,Transaksi di Alfamart,4908851,TX013168
P135,2025-09-12 10:17:00,118834,Tukang Sayur Keliling,Groceries,Cash,,debit,Transaksi di Tukang Sayur Keliling,53308018,TX013169
P072,2025-09-12 10:39:00,4198,Warung Kelontong,Groceries,Debit,BCA,debit,Transaksi di Warung Kelontong,8083794,TX013170
P146,2025-09-12 10:56:00,29723,Alfamart/Indomaret,Beverages,QRIS,BRI,debit,Transaksi di Alfamart/Indomaret,69452382,TX013171
P103,2025-09-12 11:00:00,49923,Modern Retail,Beverages,Cash,,debit,Transaksi di Modern Retail,8916242,TX013172
P044,2025-09-12 11:06:00,73521,Indomaret,Groceries,Debit,BRI,debit,Transaksi di Indomaret,877068,TX013173
P054,2025-09-12 11:37:00,7349,Warung Kelontong,Groceries,QRIS,BCA,debit,Transaksi di Warung Kelontong,1280044,TX013174
P164,2025-09-12 11:57:00,161460,Indomaret,Personal Care,Cash,,debit,Transaksi di Indomaret,44520687,TX013175
P122,2025-09-12 12:08:00,105143,Nabati,Snacks,Cash,,debit,Transaksi di Nabati,63014930,TX013176
P032,2025-09-12 12:32:00,187129,Pizza Hut,Dining Out,Cash,,debit,Transaksi di Pizza Hut,1156388,TX013177
P118,2025-09-12 12:46:00,553216,3Second Store,Fashion,Debit,BCA,debit,Transaksi di 3Second Store,88662,TX013178
P085,2025-09-12 13:47:00,98685,Garena / Tokopedia,Entertainment,Transfer,BCA,debit,Transaksi di Garena / Tokopedia,6125985,TX013179
P050,2025-09-12 13:48:00,135988,Warung Kelontong,Groceries,Cash,,debit,Transaksi di Warung Kelontong,684607,TX013180
P077,2025-09-12 14:39:00,28154,Modern Retail,Baby Care,QRIS,BNI,debit,Transaksi di Modern Retail,19921195,TX013181
P072,2025-09-12 15:00:00,64122,Sari Murni,Snacks,QRIS,BNI,debit,Transaksi di Sari Murni,8019672,TX013182
P156,2025-09-12 15:03:00,102923,Indofood,Snacks,QRIS,BRI,debit,Transaksi di Indofood,41941564,TX013183
P073,2025-09-12 15:30:00,154224,Pasar Tradisional,Groceries,Debit,Mandiri,debit,Transaksi di Pasar Tradisional,131214,TX013184
P082,2025-09-12 15:56:00,57027,Pasar Tradisional,Groceries,Cash,,debit,Transaksi di Pasar Tradisional,9863115,TX013185
P036,2025-09-12 16:05:00,375220,Indomaret,Groceries,Cash,,debit,Transaksi di Indomaret,2050544,TX013186
P126,2025-09-12 16:09:00,43459,Warung Kelontong,Groceries,Debit,Mandiri,debit,Transaksi di Warung Kelontong,59041918,TX013187
P104,2025-09-12 17:00:00,1650549,Levi's Store,Fashion,Cash,,debit,Transaksi di Levi's Store,11623455,TX013188
P192,2025-09-12 17:07:00,24939,Warung Kelontong,Groceries,Cash,,debit,Transaksi di Warung Kelontong,22541385,TX013189
P172,2025-09-12 17:13:00,30954,Modern Retail,Beverages,Cash,,debit,Transaksi di Modern Retail,73706019,TX013190
P036,2025-09-12 17:46:00,54703,GarudaFood,Snacks,Debit,BCA,debit,Transaksi di GarudaFood,1995841,TX013191
P133,2025-09-12 18:51:00,15828,Modern Retail,Beverages,QRIS,BNI,debit,Transaksi di Modern Retail,4341694,TX013192
P004,2025-09-12 19:04:00,312967,Imperial Kitchen & Dimsum,Dining Out,Debit,BRI,debit,Transaksi di Imperial Kitchen & Dimsum,8432967,TX013193
P032,2025-09-12 19:37:00,84725,Regal,Snacks,Debit,BNI,debit,Transaksi di Regal,1071663,TX013194
P130,2025-09-12 19:37:00,29716,Agen Aqua,Beverages,Debit,BCA,debit,Transaksi di Agen Aqua,18731186,TX013195
P179,2025-09-12 19:47:00,2434641,Adidas Store,Fashion,Debit,BRI,debit,Transaksi di Adidas Store,33635686,TX013196
P163,2025-09-12 19:48:00,108128,Nasi Uduk Kebon Kacang,Dining Out,Debit,Mandiri,debit,Transaksi di Nasi Uduk Kebon Kacang,8266959,TX013197
P149,2025-09-12 19:53:00,81296,Pasar Tradisional,Groceries,Debit,BNI,debit,Transaksi di Pasar Tradisional,6805122,TX013198
P158,2025-09-12 20:33:00,197994,Modern Retail,Baby Care,Cash,,debit,Transaksi di Modern Retail,59233969,TX013199
P153,2025-09-12 20:43:00,192482,Pasar Tradisional,Groceries,Cash,,debit,Transaksi di Pasar Tradisional,2065672,TX013200
P124,2025-09-12 21:05:00,9247,Wings Food,Beverages,Cash,,debit,Transaksi di Wings Food,15733511,TX013201
P015,2025-09-13 08:11:00,1266815,Telkomsel Halo,Billing & Utilities,Debit,BNI,debit,Transaksi di Telkomsel Halo,18749,TX013202
P026,2025-09-13 08:37:00,143708,Ta Wan,Dining Out,Cash,,debit,Transaksi di Ta Wan,1008586,TX013203
P189,2025-09-13 08:38:00,17918,Modern Retail,Beverages,Cash,,debit,Transaksi di Modern Retail,98608558,TX013204
P118,2025-09-13 09:12:00,23208,Dua Kelinci,Snacks,Debit,Mandiri,debit,Transaksi di Dua Kelinci,65454,TX013205
P067,2025-09-13 09:21:00,189531,Point Coffee,Dining Out,Cash,,debit,Transaksi di Point Coffee,2471991,TX013206
P063,2025-09-13 09:43:00,117938,Alfamart,Groceries,QRIS,BNI,debit,Transaksi di Alfamart,6774948,TX013207
P105,2025-09-13 10:24:00,1556,Grosir Sembako,Beverages,Debit,BRI,debit,Transaksi di Grosir Sembako,4203391,TX013208
P140,2025-09-13 10:42:00,50792,Mayora,Snacks,Cash,,debit,Transaksi di Mayora,1833992,TX013209
P024,2025-09-13 11:22:00,21125,Modern Retail,Baby Care,QRIS,BRI,debit,Transaksi di Modern Retail,2509550,TX013210
P171,2025-09-13 11:25:00,15250,Alfamart/Indomaret,Beverages,Debit,BRI,debit,Transaksi di Alfamart/Indomaret,24003066,TX013211
P178,2025-09-13 11:29:00,10479,Watson,Beauty Care,Debit,BRI,debit,Transaksi di Watson,16974012,TX013212
P147,2025-09-13 13:09:00,207324,Imperial Kitchen & Dimsum,Dining Out,Debit,BRI,debit,Transaksi di Imperial Kitchen & Dimsum,16768146,TX013213
P103,2025-09-13 13:17:00,138097,Ranch Market,Groceries,QRIS,BNI,debit,Transaksi di Ranch Market,8778145,TX013214
P151,2025-09-13 13:18:00,1557960,Pasar Tanah Abang,Fashion,Cash,,debit,Transaksi di Pasar Tanah Abang,31625805,TX013215
P155,2025-09-13 13:22:00,43548,Glico,Snacks,Cash,,debit,Transaksi di Glico,23134405,TX013216
P191,2025-09-13 13:31:00,90111,Warteg Bahari,Dining Out,Debit,BCA,debit,Transaksi di Warteg Bahari,122144125,TX013217
P002,2025-09-13 13:42:00,15229,Aerostreet,Fashion,QRIS,BNI,debit,Transaksi di Aerostreet,2603345,TX013218
P083,2025-09-13 14:05:00,404754,Modern Retail,Baby Care,QRIS,Mandiri,debit,Transaksi di Modern Retail,18342636,TX013219
P092,2025-09-13 14:20:00,36212,Modern Retail,Beverages,Cash,,debit,Transaksi di Modern Retail,10804993,TX013220
P142,2025-09-13 14:38:00,45195,Otsuka,Snacks,Debit,Mandiri,debit,Transaksi di Otsuka,5137746,TX013221
P094,2025-09-13 14:46:00,82777,Pasar Tradisional,Groceries,Cash,,debit,Transaksi di Pasar Tradisional,961824,TX013222
P181,2025-09-13 14:48:00,12314,Alfamart,Groceries,Debit,BNI,debit,Transaksi di Alfamart,74714969,TX013223
P191,2025-09-13 14:53:00,11625877,Erigo Store,Fashion,QRIS,BNI,debit,Transaksi di Erigo Store,110518248,TX013224
P133,2025-09-13 15:13:00,49036,Alfamart,Groceries,QRIS,Mandiri,debit,Transaksi di Alfamart,4292658,TX013225
P160,2025-09-13 15:18:00,78032,Pasar Tradisional,Groceries,Debit,BRI,debit,Transaksi di Pasar Tradisional,26189047,TX013226
P013,2025-09-13 15:20:00,73980,Garena / Shopee,Entertainment,Transfer,BCA,debit,Transaksi di Garena / Shopee,3112435,TX013227
P125,2025-09-13 15:54:00,181397,Richeese Factory,Dining Out,Cash,,debit,Transaksi di Richeese Factory,39167179,TX013228
P072,2025-09-13 16:31:00,263077,Warteg Bahari,Dining Out,Cash,,debit,Transaksi di Warteg Bahari,7756595,TX013229
P154,2025-09-13 16:56:00,239111,Kanzler,Frozen Food,Debit,BCA,debit,Transaksi di Kanzler,21920869,TX013230
P148,2025-09-13 17:28:00,527826,Tiket.com / Loket,Entertainment,Transfer,Mandiri,debit,Transaksi di Tiket.com / Loket,10560994,TX013231
P175,2025-09-13 18:01:00,311223,Alfamart,Groceries,QRIS,BRI,debit,Transaksi di Alfamart,30166182,TX013232
P199,2025-09-13 18:11:00,23532,Modern Retail,Beverages,Debit,BRI,debit,Transaksi di Modern Retail,106483389,TX013233
P160,2025-09-13 18:15:00,21362,Es Teh Indonesia,Dining Out,Debit,Mandiri,debit,Transaksi di Es Teh Indonesia,26167685,TX013234
P182,2025-09-13 19:15:00,354979,Lego Store,Entertainment,Transfer,Mandiri,debit,Transaksi di Lego Store,86922653,TX013235
P054,2025-09-13 19:31:00,153044,Modern Retail,Baby Care,Cash,,debit,Transaksi di Modern Retail,1127000,TX013236
P125,2025-09-13 19:42:00,48692,Mayora,Snacks,QRIS,Mandiri,debit,Transaksi di Mayora,39118487,TX013237
P086,2025-09-13 19:46:00,81581,Delfi,Snacks,Cash,,debit,Transaksi di Delfi,3278295,TX013238
P164,2025-09-13 20:38:00,106146,Toko Seragam,Fashion,Cash,,debit,Transaksi di Toko Seragam,44414541,TX013239
P187,2025-09-13 20:45:00,35256,Indomaret,Groceries,QRIS,BRI,debit,Transaksi di Indomaret,58289407,TX013240
P200,2025-09-13 20:55:00,107602,Auto360,Entertainment,Transfer,BNI,debit,Transaksi di Auto360,70030872,TX013241
P141,2025-09-13 21:33:00,7261395,3Second Store,Fashion,Debit,BRI,debit,Transaksi di 3Second Store,16704246,TX013242
P022,2025-09-13 21:43:00,21566,Alfamart/Indomaret,Beverages,Cash,,debit,Transaksi di Alfamart/Indomaret,5335,TX013243
P049,2025-09-13 21:57:00,129648,Vidio.com,Entertainment,Transfer,BNI,debit,Transaksi di Vidio.com,167992,TX013244
P062,2025-09-13 22:04:00,29264,Mondelez,Snacks,Debit,BRI,debit,Transaksi di Mondelez,15339491,TX013245
P160,2025-09-13 22:25:00,77829,Tomoro Coffee,Dining Out,Debit,Mandiri,debit,Transaksi di Tomoro Coffee,26089856,TX013246
P189,2025-09-13 22:34:00,16548,Modern Retail,Beverages,QRIS,BRI,debit,Transaksi di Modern Retail,98592010,TX013247
P078,2025-09-13 22:44:00,67344,GarudaFood,Snacks,Cash,,debit,Transaksi di GarudaFood,3153231,TX013248
P131,2025-09-14 08:21:00,303643,HokBen,Dining Out,Cash,,debit,Transaksi di HokBen,17794115,TX013249
P123,2025-09-14 08:45:00,1530540,Aerostreet,Fashion,Cash,,debit,Transaksi di Aerostreet,13071993,TX013250
P176,2025-09-14 09:14:00,18087,Modern Retail,Baby Care,Debit,BCA,debit,Transaksi di Modern Retail,61020972,TX013251
P155,2025-09-14 10:06:00,100932,Restaurant/Cafe,Beverages,Cash,,debit,Transaksi di Restaurant/Cafe,23033473,TX013252
P076,2025-09-14 10:17:00,14892,Ragunan Zoo,Entertainment,Transfer,BCA,debit,Transaksi di Ragunan Zoo,7135629,TX013253
P085,2025-09-14 10:41:00,132247,Tokopedia - Kahf,Personal Care,Cash,,debit,Transaksi di Tokopedia - Kahf,5993738,TX013254
P060,2025-09-14 10:44:00,59441,Delfi,Snacks,Cash,,debit,Transaksi di Delfi,3070126,TX013255
P166,2025-09-14 10:46:00,183713,Tukang Sayur Keliling,Groceries,Cash,,debit,Transaksi di Tukang Sayur Keliling,35537656,TX013256
P132,2025-09-14 11:00:00,101427,Alfamart/Indomaret,Beverages,Cash,,debit,Transaksi di Alfamart/Indomaret,7836984,TX013257
P176,2025-09-14 13:10:00,156160,Sayurbox,Groceries,Debit,Mandiri,debit,Transaksi di Sayurbox,60864812,TX013258
P191,2025-09-14 13:27:00,144087,HokBen,Dining Out,Debit,BNI,debit,Transaksi di HokBen,110374161,TX013259
P109,2025-09-14 13:47:00,485817,Superindo,Groceries,Cash,,debit,Transaksi di Superindo,14191178,TX013260
P197,2025-09-14 14:10:00,88461,Janji Jiwa,Dining Out,QRIS,BRI,debit,Transaksi di Janji Jiwa,90624399,TX013261
P166,2025-09-14 14:21:00,3267,Wings Food,Beverages,Cash,,debit,Transaksi di Wings Food,35534389,TX013262
P182,2025-09-14 14:58:00,65177,Oishi,Snacks,Debit,BRI,debit,Transaksi di Oishi,86857476,TX013263
P050,2025-09-14 15:12:00,81164,Arnotts,Snacks,Debit,Mandiri,debit,Transaksi di Arnotts,603443,TX013264
P159,2025-09-14 16:20:00,128845,HokBen,Dining Out,Cash,,debit,Transaksi di HokBen,16143904,TX013265
P049,2025-09-14 16:33:00,37002,Superindo,Groceries,Debit,BRI,debit,Transaksi di Superindo,130990,TX013266
P086,2025-09-14 16:33:00,74542,Agen Cleo,Beverages,Debit,BNI,debit,Transaksi di Agen Cleo,3203753,TX013267
P195,2025-09-14 16:36:00,5251620,Adidas Store,Fashion,QRIS,BNI,debit,Transaksi di Adidas Store,71526756,TX013268
P108,2025-09-14 17:14:00,2754,Wings Food,Beverages,Debit,Mandiri,debit,Transaksi di Wings Food,8570733,TX013269
